_time,oracle_error_code,oracle_error_desc,date,time
2019-06-24T03:26:35.083-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:26:35
2019-06-24T03:26:28.074-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:26:28
2019-06-24T03:26:21.065-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:26:21
2019-06-24T03:27:33.907-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:27:33
2019-06-24T03:27:26.762-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:27:26
2019-06-24T03:27:19.617-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:27:19
2019-06-24T03:27:12.472-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:27:12
2019-06-24T03:26:36.701-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:26:36
2019-06-24T03:26:35.428-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:26:35
2019-06-24T03:26:28.283-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:26:28
2019-06-24T03:26:21.139-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:26:21
2019-06-24T03:26:13.230-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,03:26:13
2019-06-24T03:26:06.085-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,03:26:06
2019-06-24T03:25:48.698-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:48
2019-06-24T03:25:41.699-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:41
2019-06-24T03:25:36.679-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:36
2019-06-24T03:25:34.715-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:34
2019-06-24T03:25:27.716-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:27
2019-06-24T03:25:20.716-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:20
2019-06-24T03:25:13.717-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:13
2019-06-24T03:25:06.717-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:06
2019-06-24T03:25:06.686-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:06
2019-06-24T03:24:59.687-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:24:59
2019-06-24T03:24:43.692-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,03:24:43
2019-06-24T03:24:36.693-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,03:24:36
2019-06-24T03:24:31.533-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:24:31
2019-06-24T03:24:24.533-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:24:24
2019-06-24T03:24:17.534-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:24:17
2019-06-24T03:24:10.534-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:24:10
2019-06-24T03:23:57.720-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:57
2019-06-24T03:23:50.721-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:50
2019-06-24T03:23:43.721-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:43
2019-06-24T03:23:36.722-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:36
2019-06-24T03:23:27.446-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:27
2019-06-24T03:25:57.896-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:57
2019-06-24T03:25:50.896-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:50
2019-06-24T03:25:45.877-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:45
2019-06-24T03:25:43.912-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:43
2019-06-24T03:25:36.913-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:36
2019-06-24T03:25:29.914-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:29
2019-06-24T03:25:22.914-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:22
2019-06-24T03:25:15.915-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:15
2019-06-24T03:25:11.784-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:11
2019-06-24T03:25:04.784-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:25:04
2019-06-24T03:24:57.785-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:24:57
2019-06-24T03:24:50.785-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:24:50
2019-06-24T03:24:36.911-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,03:24:36
2019-06-24T03:24:29.912-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,03:24:29
2019-06-24T03:24:22.912-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:24:22
2019-06-24T03:24:15.913-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:24:15
2019-06-24T03:24:06.902-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:24:06
2019-06-24T03:23:59.903-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:59
2019-06-24T03:23:52.903-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:52
2019-06-24T03:23:45.904-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:45
2019-06-24T03:23:36.940-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:36
2019-06-24T03:23:29.941-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:29
2019-06-24T03:23:22.941-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:22
2019-06-24T03:25:56.888-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:25:56
2019-06-24T03:25:49.873-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:25:49
2019-06-24T03:25:42.869-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:25:42
2019-06-24T03:25:35.865-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:25:35
2019-06-24T03:23:20.447-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:20
2019-06-24T03:23:13.447-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:13
2019-06-24T03:23:06.448-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:06
2019-06-24T03:23:15.942-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:23:15
2019-06-24T03:22:44.096-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:22:44
2019-06-24T03:22:37.079-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:22:37
2019-06-24T03:22:30.062-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:22:30
2019-06-24T03:22:23.046-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:22:23
2019-06-24T03:22:13.982-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:22:13
2019-06-24T03:22:06.965-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:22:06
2019-06-24T03:21:59.949-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:21:59
2019-06-24T03:21:52.932-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:21:52
2019-06-24T03:21:43.915-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:21:43
2019-06-24T03:21:36.899-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:21:36
2019-06-24T03:21:29.882-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:21:29
2019-06-24T03:21:22.865-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:21:22
2019-06-24T03:21:10.614-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:21:10
2019-06-24T03:21:03.597-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:21:03
2019-06-24T03:20:56.581-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:20:56
2019-06-24T03:20:49.564-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:20:49
2019-06-24T03:20:40.344-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:20:40
2019-06-24T03:21:20.679-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:21:20
2019-06-24T03:21:13.619-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:21:13
2019-06-24T03:21:08.681-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:21:08
2019-06-24T03:21:01.620-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:21:01
2019-06-24T03:20:50.345-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:20:50
2019-06-24T03:20:43.284-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:20:43
2019-06-24T03:22:58.590-0400,ORA-00942,table or view does not exist,2019-06-24,03:22:58
2019-06-24T03:22:58.575-0400,ORA-00942,table or view does not exist,2019-06-24,03:22:58
2019-06-24T03:22:40.906-0400,ORA-00942,table or view does not exist,2019-06-24,03:22:40
2019-06-24T03:22:40.891-0400,ORA-00942,table or view does not exist,2019-06-24,03:22:40
2019-06-24T03:20:33.327-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:20:33
2019-06-24T03:20:26.311-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:20:26
2019-06-24T03:20:19.294-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:20:19
2019-06-24T03:20:38.204-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:20:38
2019-06-24T03:20:36.836-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:20:36
2019-06-24T03:20:29.776-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:20:29
2019-06-24T03:20:22.133-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:20:22
2019-06-24T03:20:15.009-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:20:15
2019-06-24T03:20:07.948-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:20:07
2019-06-24T03:19:51.735-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:19:51
2019-06-24T03:19:44.675-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:19:44
2019-06-24T03:19:37.614-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:19:37
2019-06-24T03:19:30.553-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:19:30
2019-06-24T03:19:21.589-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:19:21
2019-06-24T03:19:14.529-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:19:14
2019-06-24T03:19:07.468-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:19:07
2019-06-24T03:19:00.407-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:19:00
2019-06-24T03:20:23.793-0400,ORA-00942,table or view does not exist,2019-06-24,03:20:23
2019-06-24T03:20:23.793-0400,ORA-00942,table or view does not exist,2019-06-24,03:20:23
2019-06-24T03:19:27.916-0400,ORA-00942,table or view does not exist,2019-06-24,03:19:27
2019-06-24T03:19:27.901-0400,ORA-00942,table or view does not exist,2019-06-24,03:19:27
2019-06-24T03:18:45.265-0400,ORA-00942,table or view does not exist,2019-06-24,03:18:45
2019-06-24T03:18:45.249-0400,ORA-00942,table or view does not exist,2019-06-24,03:18:45
2019-06-24T03:14:42.362-0400,ORA-00942,table or view does not exist,2019-06-24,03:14:42
2019-06-24T03:14:42.362-0400,ORA-00942,table or view does not exist,2019-06-24,03:14:42
2019-06-24T03:15:20.219-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:15:20
2019-06-24T03:15:13.212-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:15:13
2019-06-24T03:15:06.188-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:15:06
2019-06-24T03:14:59.181-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:59
2019-06-24T03:14:53.391-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:53
2019-06-24T03:14:46.383-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:46
2019-06-24T03:14:39.356-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:39
2019-06-24T03:14:32.343-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:32
2019-06-24T03:14:23.143-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:23
2019-06-24T03:14:16.130-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:16
2019-06-24T03:14:06.040-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,03:14:06
2019-06-24T03:13:59.027-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,03:13:59
2019-06-24T03:13:50.109-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:50
2019-06-24T03:13:43.096-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:43
2019-06-24T03:13:35.974-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:35
2019-06-24T03:13:28.961-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:28
2019-06-24T03:15:24.417-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:15:24
2019-06-24T03:15:17.410-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:15:17
2019-06-24T03:15:12.353-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:15:12
2019-06-24T03:15:10.433-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:15:10
2019-06-24T03:15:03.410-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:15:03
2019-06-24T03:14:56.403-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:56
2019-06-24T03:14:49.380-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:49
2019-06-24T03:14:42.370-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:42
2019-06-24T03:14:37.310-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:37
2019-06-24T03:14:36.466-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:36
2019-06-24T03:14:29.391-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:29
2019-06-24T03:14:22.378-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:22
2019-06-24T03:14:15.349-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:15
2019-06-24T03:14:08.336-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:14:08
2019-06-24T03:13:58.262-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:58
2019-06-24T03:13:51.249-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:51
2019-06-24T03:13:44.236-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:44
2019-06-24T03:13:37.223-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:37
2019-06-24T03:13:28.258-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:28
2019-06-24T03:12:53.051-0400,ORA-00942,table or view does not exist,2019-06-24,03:12:53
2019-06-24T03:12:53.051-0400,ORA-00942,table or view does not exist,2019-06-24,03:12:53
2019-06-24T03:13:20.230-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:20
2019-06-24T03:13:13.217-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:13
2019-06-24T03:13:06.204-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:06
2019-06-24T03:12:59.191-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:12:59
2019-06-24T03:13:21.245-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:21
2019-06-24T03:13:14.232-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:14
2019-06-24T03:13:07.219-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:13:07
2019-06-24T03:10:18.183-0400,ORA-00942,table or view does not exist,2019-06-24,03:10:18
2019-06-24T03:10:18.167-0400,ORA-00942,table or view does not exist,2019-06-24,03:10:18
2019-06-24T03:10:25.382-0400,ORA-00942,table or view does not exist,2019-06-24,03:10:25
2019-06-24T03:10:25.367-0400,ORA-00942,table or view does not exist,2019-06-24,03:10:25
2019-06-24T03:11:01.932-0400,ORA-00942,table or view does not exist,2019-06-24,03:11:01
2019-06-24T03:11:01.916-0400,ORA-00942,table or view does not exist,2019-06-24,03:11:01
2019-06-24T03:11:01.916-0400,ORA-00942,table or view does not exist,2019-06-24,03:11:01
2019-06-24T03:11:01.916-0400,ORA-00942,table or view does not exist,2019-06-24,03:11:01
2019-06-24T03:11:01.916-0400,ORA-00942,table or view does not exist,2019-06-24,03:11:01
2019-06-24T03:08:29.725-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:08:29
2019-06-24T03:08:22.024-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:08:22
2019-06-24T03:09:13.944-0400,ORA-00942,table or view does not exist,2019-06-24,03:09:13
2019-06-24T03:09:13.928-0400,ORA-00942,table or view does not exist,2019-06-24,03:09:13
2019-06-24T03:06:38.981-0400,ORA-01775,looping chain of synonyms,2019-06-24,03:06:38
2019-06-24T03:06:38.981-0400,ORA-01775,looping chain of synonyms,2019-06-24,03:06:38
2019-06-24T03:06:28.956-0400,ORA-01775,looping chain of synonyms,2019-06-24,03:06:28
2019-06-24T03:06:28.956-0400,ORA-01775,looping chain of synonyms,2019-06-24,03:06:28
2019-06-24T03:06:19.057-0400,ORA-01775,looping chain of synonyms,2019-06-24,03:06:19
2019-06-24T03:06:19.057-0400,ORA-01775,looping chain of synonyms,2019-06-24,03:06:19
2019-06-24T03:06:03.933-0400,ORA-00942,table or view does not exist,2019-06-24,03:06:03
2019-06-24T03:06:03.699-0400,ORA-00942,table or view does not exist,2019-06-24,03:06:03
2019-06-24T03:06:03.356-0400,ORA-00942,table or view does not exist,2019-06-24,03:06:03
2019-06-24T03:06:03.340-0400,ORA-00942,table or view does not exist,2019-06-24,03:06:03
2019-06-24T03:06:03.340-0400,ORA-00942,table or view does not exist,2019-06-24,03:06:03
2019-06-24T03:07:46.192-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:07:46
2019-06-24T03:07:38.490-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:07:38
2019-06-24T03:07:25.883-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:07:25
2019-06-24T03:07:18.181-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:07:18
2019-06-24T03:07:08.164-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:07:08
2019-06-24T03:07:00.463-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:07:00
2019-06-24T03:06:52.761-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:06:52
2019-06-24T03:06:45.060-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:06:45
2019-06-24T03:04:03.711-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:04:03
2019-06-24T03:04:06.158-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:04:06
2019-06-24T03:03:59.115-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:03:59
2019-06-24T03:04:14.891-0400,ORA-00942,table or view does not exist,2019-06-24,03:04:14
2019-06-24T03:04:14.876-0400,ORA-00942,table or view does not exist,2019-06-24,03:04:14
2019-06-24T03:03:56.668-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:03:56
2019-06-24T03:02:27.531-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:02:27
2019-06-24T03:02:20.214-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:02:20
2019-06-24T03:02:09.338-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:02:09
2019-06-24T03:02:07.527-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:02:07
2019-06-24T03:02:00.393-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:02:00
2019-06-24T03:01:53.383-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:53
2019-06-24T03:01:46.358-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:46
2019-06-24T03:01:39.348-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:39
2019-06-24T03:01:25.969-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:25
2019-06-24T03:01:18.959-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:18
2019-06-24T03:01:13.589-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:13
2019-06-24T03:01:09.592-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:09
2019-06-24T03:01:02.567-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:02
2019-06-24T03:00:55.561-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:00:55
2019-06-24T03:00:48.541-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:00:48
2019-06-24T03:00:41.537-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:00:41
2019-06-24T03:01:02.348-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:02
2019-06-24T03:00:54.777-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:00:54
2019-06-24T03:01:02.584-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:02
2019-06-24T03:00:55.013-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:00:55
2019-06-24T03:02:12.882-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:02:12
2019-06-24T03:02:05.565-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:02:05
2019-06-24T03:02:05.516-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:02:05
2019-06-24T03:02:05.516-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:02:05
2019-06-24T03:01:43.893-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:43
2019-06-24T03:01:36.576-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:36
2019-06-24T03:01:29.243-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:29
2019-06-24T03:01:21.927-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,03:01:21
2019-06-24T03:01:02.063-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:01:02
2019-06-24T03:00:54.747-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:00:54
2019-06-24T03:00:47.430-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:00:47
2019-06-24T03:00:40.114-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:00:40
2019-06-24T03:00:30.223-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:00:30
2019-06-24T03:00:22.906-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:00:22
2019-06-24T03:00:15.590-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:00:15
2019-06-24T02:59:19.158-0400,ORA-00942,table or view does not exist,2019-06-24,02:59:19
2019-06-24T02:59:19.158-0400,ORA-00942,table or view does not exist,2019-06-24,02:59:19
2019-06-24T02:58:09.586-0400,ORA-00942,table or view does not exist,2019-06-24,02:58:09
2019-06-24T02:58:09.571-0400,ORA-00942,table or view does not exist,2019-06-24,02:58:09
2019-06-24T03:00:08.273-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,03:00:08
2019-06-24T02:57:56.742-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,02:57:56
2019-06-24T02:57:49.738-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,02:57:49
2019-06-24T02:57:43.872-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,02:57:43
2019-06-24T02:57:42.203-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,02:57:42
2019-06-24T02:57:35.199-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,02:57:35
2019-06-24T02:57:28.195-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,02:57:28
2019-06-24T02:57:20.941-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,02:57:20
2019-06-24T02:57:13.936-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,02:57:13
2019-06-24T02:58:00.335-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,02:58:00
2019-06-24T02:57:52.936-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,02:57:52
2019-06-24T02:57:47.629-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,02:57:47
