_time,oracle_error_code,oracle_error_desc,date,time
2019-06-20T02:47:47.294-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-20,02:47:47
2019-06-19T02:57:42.664-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:57:42
2019-06-19T02:57:35.655-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:57:35
2019-06-19T02:57:30.222-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:57:30
2019-06-19T02:57:23.213-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:57:23
2019-06-19T02:57:16.204-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:57:16
2019-06-19T02:57:09.194-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:57:09
2019-06-19T02:57:02.888-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:57:02
2019-06-19T02:57:02.872-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:57:02
2019-06-19T02:56:51.851-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:56:51
2019-06-19T02:56:44.841-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:56:44
2019-06-19T02:56:37.823-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:56:37
2019-06-19T02:56:30.805-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:56:30
2019-06-19T02:56:24.365-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:56:24
2019-06-19T02:56:17.722-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,02:56:17
2019-06-19T02:56:01.373-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-19,02:56:01
2019-06-19T02:55:54.354-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-19,02:55:54
2019-06-19T02:55:45.289-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-19,02:55:45
2019-06-19T02:55:38.271-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-19,02:55:38
2019-06-19T02:55:31.253-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-19,02:55:31
2019-06-19T02:55:24.235-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-19,02:55:24
2019-06-19T02:55:15.638-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-19,02:55:15
2019-06-19T02:55:08.620-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-19,02:55:08
2019-06-19T02:55:01.602-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-19,02:55:01
2019-06-19T02:54:54.584-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-19,02:54:54
2019-06-19T05:27:15.725-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,05:27:15
2019-06-19T05:27:08.431-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-19,05:27:08
2019-06-19T05:26:58.814-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-19,05:26:58
2019-06-19T05:26:51.520-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-19,05:26:51
2019-06-19T05:26:44.226-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-19,05:26:44
2019-06-19T05:26:36.931-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-19,05:26:36
2019-06-18T04:34:35.122-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-18,04:34:35
2019-06-18T04:34:28.113-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-18,04:34:28
2019-06-18T05:35:03.100-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-18,05:35:03
2019-06-18T05:34:55.825-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-18,05:34:55
2019-06-18T05:34:46.250-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-18,05:34:46
2019-06-18T05:34:38.975-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-18,05:34:38
2019-06-18T05:34:31.700-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-18,05:34:31
2019-06-18T05:34:24.425-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-18,05:34:24
2019-06-18T05:34:15.125-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-18,05:34:15
2019-06-18T05:34:07.850-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-18,05:34:07
2019-06-18T05:34:00.576-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-18,05:34:00
2019-06-18T05:33:53.301-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-18,05:33:53
2019-06-18T04:18:52.315-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-18,04:18:52
2019-06-18T04:18:45.289-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-18,04:18:45
2019-06-24T20:14:24.836-0400,ORA-00942,table or view does not exist,2019-06-24,20:14:24
2019-06-24T20:14:24.836-0400,ORA-00942,table or view does not exist,2019-06-24,20:14:24
2019-06-24T20:14:24.836-0400,ORA-00942,table or view does not exist,2019-06-24,20:14:24
2019-06-24T20:14:24.836-0400,ORA-00942,table or view does not exist,2019-06-24,20:14:24
2019-06-24T20:14:24.836-0400,ORA-00942,table or view does not exist,2019-06-24,20:14:24
2019-06-24T20:09:24.858-0400,ORA-00942,table or view does not exist,2019-06-24,20:09:24
2019-06-24T20:09:24.858-0400,ORA-00942,table or view does not exist,2019-06-24,20:09:24
2019-06-24T20:09:24.858-0400,ORA-00942,table or view does not exist,2019-06-24,20:09:24
2019-06-24T20:09:24.858-0400,ORA-00942,table or view does not exist,2019-06-24,20:09:24
2019-06-24T20:09:24.858-0400,ORA-00942,table or view does not exist,2019-06-24,20:09:24
2019-06-24T20:04:24.879-0400,ORA-00942,table or view does not exist,2019-06-24,20:04:24
2019-06-24T20:04:24.879-0400,ORA-00942,table or view does not exist,2019-06-24,20:04:24
2019-06-24T20:04:24.879-0400,ORA-00942,table or view does not exist,2019-06-24,20:04:24
2019-06-24T20:04:24.864-0400,ORA-00942,table or view does not exist,2019-06-24,20:04:24
2019-06-24T20:04:24.864-0400,ORA-00942,table or view does not exist,2019-06-24,20:04:24
2019-06-24T19:59:24.854-0400,ORA-00942,table or view does not exist,2019-06-24,19:59:24
2019-06-24T19:59:24.839-0400,ORA-00942,table or view does not exist,2019-06-24,19:59:24
2019-06-24T19:59:24.839-0400,ORA-00942,table or view does not exist,2019-06-24,19:59:24
2019-06-24T19:59:24.839-0400,ORA-00942,table or view does not exist,2019-06-24,19:59:24
2019-06-24T19:59:24.839-0400,ORA-00942,table or view does not exist,2019-06-24,19:59:24
2019-06-24T19:54:24.845-0400,ORA-00942,table or view does not exist,2019-06-24,19:54:24
2019-06-24T19:54:24.845-0400,ORA-00942,table or view does not exist,2019-06-24,19:54:24
2019-06-24T19:54:24.845-0400,ORA-00942,table or view does not exist,2019-06-24,19:54:24
2019-06-24T19:54:24.845-0400,ORA-00942,table or view does not exist,2019-06-24,19:54:24
2019-06-24T19:54:24.845-0400,ORA-00942,table or view does not exist,2019-06-24,19:54:24
2019-06-24T19:49:24.852-0400,ORA-00942,table or view does not exist,2019-06-24,19:49:24
2019-06-24T19:49:24.852-0400,ORA-00942,table or view does not exist,2019-06-24,19:49:24
2019-06-24T19:49:24.852-0400,ORA-00942,table or view does not exist,2019-06-24,19:49:24
2019-06-24T19:49:24.852-0400,ORA-00942,table or view does not exist,2019-06-24,19:49:24
2019-06-24T19:49:24.852-0400,ORA-00942,table or view does not exist,2019-06-24,19:49:24
2019-06-24T19:50:02.341-0400,ORA-01013,user requested cancel of current operation,2019-06-24,19:50:02
2019-06-24T19:44:24.845-0400,ORA-00942,table or view does not exist,2019-06-24,19:44:24
2019-06-24T19:44:24.845-0400,ORA-00942,table or view does not exist,2019-06-24,19:44:24
2019-06-24T19:44:24.845-0400,ORA-00942,table or view does not exist,2019-06-24,19:44:24
2019-06-24T19:44:24.845-0400,ORA-00942,table or view does not exist,2019-06-24,19:44:24
2019-06-24T19:44:24.845-0400,ORA-00942,table or view does not exist,2019-06-24,19:44:24
2019-06-24T19:39:24.843-0400,ORA-00942,table or view does not exist,2019-06-24,19:39:24
2019-06-24T19:39:24.843-0400,ORA-00942,table or view does not exist,2019-06-24,19:39:24
2019-06-24T19:39:24.843-0400,ORA-00942,table or view does not exist,2019-06-24,19:39:24
2019-06-24T19:39:24.843-0400,ORA-00942,table or view does not exist,2019-06-24,19:39:24
2019-06-24T19:39:24.843-0400,ORA-00942,table or view does not exist,2019-06-24,19:39:24
2019-06-24T19:34:24.838-0400,ORA-00942,table or view does not exist,2019-06-24,19:34:24
2019-06-24T19:34:24.838-0400,ORA-00942,table or view does not exist,2019-06-24,19:34:24
2019-06-24T19:34:24.838-0400,ORA-00942,table or view does not exist,2019-06-24,19:34:24
2019-06-24T19:34:24.838-0400,ORA-00942,table or view does not exist,2019-06-24,19:34:24
2019-06-24T19:34:24.838-0400,ORA-00942,table or view does not exist,2019-06-24,19:34:24
2019-06-24T19:29:24.852-0400,ORA-00942,table or view does not exist,2019-06-24,19:29:24
2019-06-24T19:29:24.852-0400,ORA-00942,table or view does not exist,2019-06-24,19:29:24
2019-06-24T19:29:24.852-0400,ORA-00942,table or view does not exist,2019-06-24,19:29:24
2019-06-24T19:29:24.852-0400,ORA-00942,table or view does not exist,2019-06-24,19:29:24
2019-06-24T19:29:24.852-0400,ORA-00942,table or view does not exist,2019-06-24,19:29:24
2019-06-24T19:29:59.759-0400,ORA-01013,user requested cancel of current operation,2019-06-24,19:29:59
2019-06-24T19:24:24.874-0400,ORA-00942,table or view does not exist,2019-06-24,19:24:24
2019-06-24T19:24:24.874-0400,ORA-00942,table or view does not exist,2019-06-24,19:24:24
2019-06-24T19:24:24.874-0400,ORA-00942,table or view does not exist,2019-06-24,19:24:24
2019-06-24T19:24:24.858-0400,ORA-00942,table or view does not exist,2019-06-24,19:24:24
2019-06-24T19:24:24.858-0400,ORA-00942,table or view does not exist,2019-06-24,19:24:24
2019-06-24T19:19:24.849-0400,ORA-00942,table or view does not exist,2019-06-24,19:19:24
2019-06-24T19:19:24.849-0400,ORA-00942,table or view does not exist,2019-06-24,19:19:24
2019-06-24T19:19:24.849-0400,ORA-00942,table or view does not exist,2019-06-24,19:19:24
2019-06-24T19:19:24.849-0400,ORA-00942,table or view does not exist,2019-06-24,19:19:24
2019-06-24T19:19:24.849-0400,ORA-00942,table or view does not exist,2019-06-24,19:19:24
2019-06-24T16:23:01.553-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,16:23:01
2019-06-24T16:22:54.548-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,16:22:54
2019-06-24T16:22:47.527-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,16:22:47
2019-06-24T16:22:40.516-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,16:22:40
2019-06-24T16:22:04.898-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,16:22:04
2019-06-24T16:22:02.901-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,16:22:02
2019-06-24T16:22:56.583-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,16:22:56
2019-06-24T16:22:49.565-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,16:22:49
2019-06-24T16:22:58.505-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,16:22:58
2019-06-24T16:22:51.487-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,16:22:51
2019-06-24T16:21:21.519-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:21:21
2019-06-24T16:21:19.362-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:21:19
2019-06-24T16:21:12.360-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:21:12
2019-06-24T16:21:05.355-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:21:05
2019-06-24T16:20:58.350-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:20:58
2019-06-24T16:20:51.342-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:20:51
2019-06-24T16:19:31.073-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:19:31
2019-06-24T16:19:24.059-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:19:24
2019-06-24T16:19:16.955-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:19:16
2019-06-24T16:19:09.951-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:19:09
2019-06-24T16:21:55.897-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:21:55
2019-06-24T16:21:48.892-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:21:48
2019-06-24T16:21:41.888-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:21:41
2019-06-24T16:21:34.883-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:21:34
2019-06-24T16:20:42.638-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:20:42
2019-06-24T16:20:35.633-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:20:35
